title,title_note,id,variable_name
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,2910,ENT-Photographers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,2920,"ENT-Television, Video, And Motion Picture Camera Operators And Editors"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3000,MED-Chiropractors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3010,MED-Dentists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3030,MED-Dietitians And Nutritionists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3040,MED-Optometrists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3050,MED-Pharmacists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3060,MED-Physicians And Surgeons
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3110,MED-Physician Assistants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3120,MED-Podiatrists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3140,MED-Audiologists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3150,MED-Occupational Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3160,MED-Physical Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3200,MED-Radiation Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3210,MED-Recreational Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3220,MED-Respiratory Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3230,MED-Speech-Language Pathologists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3245,"MED-Other Therapists, Including Exercise Physiologists"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3250,MED-Veterinarians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3255,MED-Registered Nurses
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3256,MED-Nurse Anesthetists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3258,"MED-Nurse Practitioners, And Nurse Midwives"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3260,"MED-Health Diagnosing And Treating Practitioners, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3300,MED-Clinical Laboratory Technologists And Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3310,MED-Dental Hygienists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3320,MED-Diagnostic Related Technologists And Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3400,MED-Emergency Medical Technicians And Paramedics
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3420,MED-Health Practitioner Support Technologists And Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3500,MED-Licensed Practical And Licensed Vocational Nurses
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3510,MED-Medical Records And Health Information Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3520,"MED-Opticians, Dispensing"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3535,MED-Miscellaneous Health Technologists And Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3540,MED-Other Healthcare Practitioners And Technical Occupations
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3600,"HLS-Nursing, Psychiatric, And Home Health Aides"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3610,HLS-Occupational Therapy Assistants And Aides
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3620,HLS-Physical Therapist Assistants And Aides
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3630,HLS-Massage Therapists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3640,HLS-Dental Assistants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3645,HLS-Medical Assistants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3646,HLS-Medical Transcriptionists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3647,HLS-Pharmacy Aides
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3648,HLS-Veterinary Assistants And Laboratory Animal Caretakers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3649,HLS-Phlebotomists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3655,"HLS-Healthcare Support Workers, All Other, Including Medical Equipment Preparers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3700,PRT-First-Line Supervisors Of Correctional Officers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3710,PRT-First_Line Supervisors Of Police And Detectives
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3720,PRT-First_Line Supervisors Of Fire Fighting And Prevention Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3730,"PRT-First-Line Supervisors Of Protective Service Workers, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3740,PRT-Firefighters
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3750,PRT-Fire Inspectors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3800,"PRT-Bailiffs, Correctional Officers, And Jailers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3820,PRT-Detectives And Criminal Investigators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3840,PRT-Miscellaneous Law Enforcement Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3850,PRT-Police Officers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3900,PRT-Animal Control Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3910,PRT-Private Detectives And Investigators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3930,PRT-Security Guards And Gaming Surveillance Officers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3940,PRT-Crossing Guards
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3945,PRT-Transportation Security Screeners
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,3955,"PRT-Lifeguards And Other Recreational, And All Other Protective Service Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4000,EAT-Chefs And Head Cooks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4010,EAT-First_Line Supervisors Of Food Preparation And Serving Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4020,EAT-Cooks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4030,EAT-Food Preparation Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4040,EAT-Bartenders
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4050,"EAT-Combined Food Preparation And Serving Workers, Including Fast Food"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4060,"EAT-Counter Attendants, Cafeteria, Food Concession, And Coffee Shop"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4110,EAT-Waiters And Waitresses
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4120,"EAT-Food Servers, Nonrestaurant"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4130,"EAT-Miscellaneous Food Preparation And Serving Related Workers, Including Dining Room And Cafeteria Attendants And Bartender Helpers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4140,EAT-Dishwashers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4150,"EAT-Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4200,CLN-First-Line Supervisors Of Housekeeping And Janitorial Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4210,"CLN-First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4220,CLN-Janitors And Building Cleaners
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4230,CLN-Maids And Housekeeping Cleaners
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4240,CLN-Pest Control Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4250,CLN-Grounds Maintenance Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4300,PRS-First-Line Supervisors Of Gaming Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4320,PRS-First-Line Supervisors Of Personal Service Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4340,PRS-Animal Trainers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4350,PRS-Nonfarm Animal Caretakers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4400,PRS-Gaming Services Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4410,PRS-Motion Picture Projectionists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4420,"PRS-Ushers, Lobby Attendants, And Ticket Takers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4430,PRS-Miscellaneous Entertainment Attendants And Related Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4460,PRS-Embalmers And Funeral Attendants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4465,"PRS-Morticians, Undertakers, And Funeral Directors"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4500,PRS-Barbers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4510,"PRS-Hairdressers, Hairstylists, And Cosmetologists"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4520,PRS-Miscellaneous Personal Appearance Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4530,"PRS-Baggage Porters, Bellhops, And Concierges"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4540,PRS-Tour And Travel Guides
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4600,PRS-Childcare Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4610,PRS-Personal Care Aides
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4620,PRS-Recreation And Fitness Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4640,PRS-Residential Advisors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4650,"PRS-Personal Care And Service Workers, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4700,SAL-First-Line Supervisors Of Retail Sales Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4710,SAL-First-Line Supervisors Of Non-Retail Sales Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4720,SAL-Cashiers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4740,SAL-Counter And Rental Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4750,SAL-Parts Salespersons
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4760,SAL-Retail Salespersons
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4800,SAL-Advertising Sales Agents
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4810,SAL-Insurance Sales Agents
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4820,"SAL-Securities, Commodities, And Financial Services Sales Agents"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4830,SAL-Travel Agents
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4840,"SAL-Sales Representatives, Services, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4850,"SAL-Sales Representatives, Wholesale And Manufacturing"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4900,"SAL-Models, Demonstrators, And Product Promoters"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4920,SAL-Real Estate Brokers And Sales Agents
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4930,SAL-Sales Engineers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4940,SAL-Telemarketers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4950,"SAL-Door-To-Door Sales Workers, News And Street Vendors, And Related Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,4965,"SAL-Sales And Related Workers, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5000,OFF-First-Line Supervisors Of Office And Administrative Support Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5010,"OFF-Switchboard Operators, Including Answering Service"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5020,OFF-Telephone Operators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5030,"OFF-Communications Equipment Operators, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5100,OFF-Bill And Account Collectors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5110,OFF-Billing And Posting Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5120,"OFF-Bookkeeping, Accounting, And Auditing Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5130,OFF-Gaming Cage Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5140,OFF-Payroll And Timekeeping Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5150,OFF-Procurement Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5160,OFF-Tellers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5165,"OFF-Financial Clerks, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5200,OFF-Brokerage Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5220,"OFF-Court, Municipal, And License Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5230,"OFF-Credit Authorizers, Checkers, And Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5240,OFF-Customer Service Representatives
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5250,"OFF-Eligibility Interviewers, Government Programs"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5260,OFF-File Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5300,"OFF-Hotel, Motel, And Resort Desk Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5310,"OFF-Interviewers, Except Eligibility And Loan"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5320,"OFF-Library Assistants, Clerical"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5330,OFF-Loan Interviewers And Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5340,OFF-New Accounts Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5350,OFF-Correspondence Clerks And Order Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5360,"OFF-Human Resources Assistants, Except Payroll And Timekeeping"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5400,OFF-Receptionists And Information Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5410,OFF-Reservation And Transportation Ticket Agents And Travel Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5420,"OFF-Information And Record Clerks, All Other"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5500,OFF-Cargo And Freight Agents
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5510,OFF-Couriers And Messengers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5520,OFF-Dispatchers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5530,"OFF-Meter Readers, Utilities"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5540,OFF-Postal Service Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5550,OFF-Postal Service Mail Carriers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5560,"OFF-Postal Service Mail Sorters, Processors, And Processing Machine Operators"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5600,"OFF-Production, Planning, And Expediting Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5610,"OFF-Shipping, Receiving, And Traffic Clerks"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5620,OFF-Stock Clerks And Order Fillers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5630,"OFF-Weighers, Measurers, Checkers, And Samplers, Recordkeeping"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5700,OFF-Secretaries And Administrative Assistants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5800,OFF-Computer Operators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5810,OFF-Data Entry Keyers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5820,OFF-Word Processors And Typists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5840,OFF-Insurance Claims And Policy Processing Clerks
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5850,"OFF-Mail Clerks And Mail Machine Operators, Except Postal Service"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5860,"OFF-Office Clerks, General"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5900,"OFF-Office Machine Operators, Except Computer"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5910,OFF-Proofreaders And Copy Markers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5920,OFF-Statistical Assistants
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,5940,"OFF-Miscellaneous Office And Administrative Support Workers, Including Desktop Publishers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6005,"FFF-First-Line Supervisors Of Farming, Fishing, And Forestry Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6010,FFF-Agricultural Inspectors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6040,"FFF-Graders And Sorters, Agricultural Products"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6050,"FFF-Miscellaneous Agricultural Workers, Including Animal Breeders"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6100,FFF-Fishing And Hunting Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6120,FFF-Forest And Conservation Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6130,FFF-Logging Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6200,CON-First-Line Supervisors Of Construction Trades And Extraction Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6210,CON-Boilermakers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6220,"CON-Brickmasons, Blockmasons, Stonemasons, And  Reinforcing Iron And Rebar Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6230,CON-Carpenters
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6240,"CON-Carpet, Floor, And Tile Installers And Finishers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6250,"CON-Cement Masons, Concrete Finishers, And Terrazzo Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6260,CON-Construction Laborers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6300,"CON-Paving, Surfacing, And Tamping Equipment Operators"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6320,"CON-Construction Equipment Operators, Except Paving, Surfacing, And Tamping Equipment Operators"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6330,"CON-Drywall Installers, Ceiling Tile Installers, And Tapers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6355,CON-Electricians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6360,CON-Glaziers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6400,CON-Insulation Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6420,CON-Painters And Paperhangers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6440,"CON-Pipelayers, Plumbers, Pipefitters, And Steamfitters"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6460,CON-Plasterers And Stucco Masons
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6515,CON-Roofers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6520,CON-Sheet Metal Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6530,CON-Structural Iron And Steel Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6600,"CON-Helpers, Construction Trades"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6660,CON-Construction And Building Inspectors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6700,CON-Elevator Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6710,CON-Fence Erectors
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6720,CON-Hazardous Materials Removal Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6730,CON-Highway Maintenance Workers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6740,CON-Rail-Track Laying And Maintenance Equipment Operators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6765,"CON-Miscellaneous Construction Workers, Including Solar Photovoltaic Installers, Septic Tank Servicers And Sewer Pipe Cleaners"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6800,"EXT-Derrick, Rotary Drill, And Service Unit Operators, And Roustabouts, Oil, Gas, And Mining"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6820,"EXT-Earth Drillers, Except Oil And Gas"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6830,"EXT-Explosives Workers, Ordnance Handling Experts, And Blasters"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6840,EXT-Mining Machine Operators
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,6940,"EXT-Miscellaneous Extraction Workers, Including Roof Bolters And Helpers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7000,"RPR-First-Line Supervisors Of Mechanics, Installers, And Repairers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7010,"RPR-Computer, Automated Teller, And Office Machine Repairers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7020,RPR-Radio And Telecommunications Equipment Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7030,RPR-Avionics Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7040,"RPR-Electric Motor, Power Tool, And Related Repairers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7100,"RPR-Electrical And Electronics Repairers, Transportation Equipment, And Industrial And Utility"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7110,"RPR-Electronic Equipment Installers And Repairers, Motor Vehicles"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7120,RPR-Electronic Home Entertainment Equipment Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7130,RPR-Security And Fire Alarm Systems Installers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7140,RPR-Aircraft Mechanics And Service Technicians
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7150,RPR-Automotive Body And Related Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7160,RPR-Automotive Glass Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7200,RPR-Automotive Service Technicians And Mechanics
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7210,RPR-Bus And Truck Mechanics And Diesel Engine Specialists
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7220,RPR-Heavy Vehicle And Mobile Equipment Service Technicians And Mechanics
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7240,RPR-Small Engine Mechanics
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7260,"RPR-Miscellaneous Vehicle And Mobile Equipment Mechanics, Installers, And Repairers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7300,RPR-Control And Valve Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7315,"RPR-Heating, Air Conditioning, And Refrigeration Mechanics And Installers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7320,RPR-Home Appliance Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7330,RPR-Industrial And Refractory Machinery Mechanics
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7340,"RPR-Maintenance And Repair Workers, General"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7350,"RPR-Maintenance Workers, Machinery"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7360,RPR-Millwrights
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7410,RPR-Electrical Power-Line Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7420,RPR-Telecommunications Line Installers And Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7430,RPR-Precision Instrument And Equipment Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7510,"RPR-Coin, Vending, And Amusement Machine Servicers And Repairers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7540,RPR-Locksmiths And Safe Repairers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7560,RPR-Riggers
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7610,"RPR-Helpers-Installation, Maintenance, And Repair Workers"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7630,"RPR-Miscellaneous Installation, Maintenance, And Repair Workers, Including Wind Turbine Service Technicians"
OCCP12,Occupation recode for data collected in 2012 or later based on 2010 OCC codes,7700,PRD-First-Line Supervisors Of Production And Operating Workers
